RESPNUM_FK,question_code,rating_value
481,Q7ART,3.0
482,Q7ART,2.0
484,Q7ART,5.0
485,Q7ART,4.0
488,Q7ART,5.0
489,Q7ART,5.0
490,Q7ART,5.0
491,Q7ART,5.0
492,Q7ART,3.0
493,Q7ART,4.0
494,Q7ART,5.0
495,Q7ART,3.0
496,Q7ART,3.0
497,Q7ART,3.0
498,Q7ART,4.0
499,Q7ART,4.0
500,Q7ART,3.0
501,Q7ART,4.0
502,Q7ART,3.0
503,Q7ART,5.0
504,Q7ART,4.0
505,Q7ART,5.0
506,Q7ART,5.0
507,Q7ART,5.0
508,Q7ART,5.0
509,Q7ART,3.0
510,Q7ART,3.0
511,Q7ART,2.0
512,Q7ART,3.0
513,Q7ART,4.0
514,Q7ART,4.0
517,Q7ART,2.0
518,Q7ART,4.0
519,Q7ART,5.0
520,Q7ART,3.0
521,Q7ART,4.0
523,Q7ART,5.0
524,Q7ART,5.0
525,Q7ART,5.0
526,Q7ART,4.0
527,Q7ART,4.0
528,Q7ART,4.0
529,Q7ART,5.0
530,Q7ART,4.0
531,Q7ART,3.0
532,Q7ART,5.0
533,Q7ART,4.0
534,Q7ART,5.0
535,Q7ART,4.0
537,Q7ART,3.0
539,Q7ART,4.0
541,Q7ART,4.0
542,Q7ART,5.0
543,Q7ART,4.0
544,Q7ART,4.0
545,Q7ART,3.0
546,Q7ART,4.0
547,Q7ART,2.0
549,Q7ART,3.0
550,Q7ART,5.0
552,Q7ART,3.0
553,Q7ART,4.0
554,Q7ART,4.0
555,Q7ART,5.0
556,Q7ART,3.0
557,Q7ART,3.0
559,Q7ART,5.0
560,Q7ART,3.0
561,Q7ART,4.0
562,Q7ART,5.0
563,Q7ART,3.0
564,Q7ART,3.0
565,Q7ART,3.0
567,Q7ART,3.0
568,Q7ART,4.0
569,Q7ART,4.0
570,Q7ART,3.0
571,Q7ART,3.0
573,Q7ART,3.0
575,Q7ART,4.0
576,Q7ART,2.0
577,Q7ART,4.0
578,Q7ART,4.0
579,Q7ART,5.0
581,Q7ART,3.0
582,Q7ART,3.0
584,Q7ART,3.0
585,Q7ART,2.0
586,Q7ART,5.0
587,Q7ART,4.0
588,Q7ART,5.0
589,Q7ART,4.0
590,Q7ART,4.0
591,Q7ART,4.0
593,Q7ART,5.0
594,Q7ART,3.0
596,Q7ART,4.0
597,Q7ART,5.0
598,Q7ART,4.0
599,Q7ART,4.0
600,Q7ART,1.0
601,Q7ART,4.0
602,Q7ART,5.0
603,Q7ART,2.0
604,Q7ART,5.0
606,Q7ART,5.0
609,Q7ART,5.0
610,Q7ART,5.0
613,Q7ART,5.0
614,Q7ART,5.0
616,Q7ART,4.0
618,Q7ART,5.0
619,Q7ART,3.0
620,Q7ART,3.0
621,Q7ART,5.0
622,Q7ART,4.0
623,Q7ART,3.0
625,Q7ART,3.0
626,Q7ART,4.0
627,Q7ART,2.0
628,Q7ART,4.0
629,Q7ART,3.0
630,Q7ART,2.0
631,Q7ART,5.0
632,Q7ART,3.0
634,Q7ART,4.0
635,Q7ART,4.0
636,Q7ART,4.0
638,Q7ART,4.0
639,Q7ART,5.0
640,Q7ART,5.0
641,Q7ART,4.0
642,Q7ART,5.0
643,Q7ART,5.0
644,Q7ART,4.0
645,Q7ART,5.0
646,Q7ART,3.0
647,Q7ART,3.0
649,Q7ART,5.0
650,Q7ART,5.0
651,Q7ART,5.0
653,Q7ART,5.0
654,Q7ART,4.0
655,Q7ART,4.0
656,Q7ART,5.0
658,Q7ART,5.0
660,Q7ART,4.0
661,Q7ART,4.0
662,Q7ART,5.0
663,Q7ART,4.0
664,Q7ART,5.0
665,Q7ART,5.0
666,Q7ART,3.0
667,Q7ART,4.0
668,Q7ART,4.0
669,Q7ART,5.0
670,Q7ART,4.0
671,Q7ART,4.0
672,Q7ART,4.0
673,Q7ART,3.0
674,Q7ART,4.0
675,Q7ART,5.0
676,Q7ART,5.0
678,Q7ART,3.0
679,Q7ART,5.0
680,Q7ART,5.0
681,Q7ART,5.0
682,Q7ART,5.0
683,Q7ART,5.0
684,Q7ART,4.0
685,Q7ART,4.0
686,Q7ART,4.0
687,Q7ART,4.0
688,Q7ART,4.0
689,Q7ART,3.0
690,Q7ART,5.0
691,Q7ART,5.0
692,Q7ART,3.0
693,Q7ART,4.0
694,Q7ART,5.0
697,Q7ART,5.0
698,Q7ART,1.0
700,Q7ART,2.0
701,Q7ART,4.0
702,Q7ART,5.0
703,Q7ART,2.0
704,Q7ART,4.0
709,Q7ART,5.0
710,Q7ART,3.0
711,Q7ART,4.0
712,Q7ART,4.0
713,Q7ART,3.0
714,Q7ART,4.0
716,Q7ART,5.0
717,Q7ART,3.0
718,Q7ART,4.0
719,Q7ART,4.0
720,Q7ART,5.0
721,Q7ART,3.0
722,Q7ART,3.0
723,Q7ART,4.0
725,Q7ART,5.0
726,Q7ART,5.0
727,Q7ART,4.0
728,Q7ART,3.0
729,Q7ART,3.0
731,Q7ART,3.0
732,Q7ART,4.0
733,Q7ART,4.0
734,Q7ART,4.0
735,Q7ART,4.0
737,Q7ART,5.0
739,Q7ART,5.0
740,Q7ART,1.0
741,Q7ART,4.0
743,Q7ART,5.0
745,Q7ART,4.0
747,Q7ART,3.0
749,Q7ART,4.0
750,Q7ART,5.0
751,Q7ART,5.0
752,Q7ART,4.0
753,Q7ART,4.0
755,Q7ART,4.0
756,Q7ART,3.0
757,Q7ART,3.0
758,Q7ART,5.0
761,Q7ART,4.0
762,Q7ART,2.0
763,Q7ART,4.0
764,Q7ART,4.0
765,Q7ART,3.0
767,Q7ART,3.0
770,Q7ART,3.0
771,Q7ART,4.0
773,Q7ART,5.0
774,Q7ART,5.0
775,Q7ART,5.0
776,Q7ART,5.0
777,Q7ART,5.0
780,Q7ART,4.0
782,Q7ART,4.0
783,Q7ART,4.0
784,Q7ART,4.0
785,Q7ART,3.0
786,Q7ART,5.0
787,Q7ART,5.0
788,Q7ART,5.0
789,Q7ART,4.0
790,Q7ART,3.0
792,Q7ART,4.0
794,Q7ART,4.0
796,Q7ART,4.0
797,Q7ART,5.0
799,Q7ART,4.0
800,Q7ART,3.0
801,Q7ART,5.0
803,Q7ART,5.0
804,Q7ART,5.0
805,Q7ART,4.0
806,Q7ART,3.0
807,Q7ART,5.0
809,Q7ART,5.0
810,Q7ART,5.0
811,Q7ART,5.0
812,Q7ART,4.0
813,Q7ART,3.0
814,Q7ART,5.0
815,Q7ART,3.0
816,Q7ART,4.0
817,Q7ART,5.0
818,Q7ART,5.0
819,Q7ART,4.0
820,Q7ART,4.0
822,Q7ART,4.0
824,Q7ART,4.0
825,Q7ART,5.0
826,Q7ART,5.0
827,Q7ART,2.0
828,Q7ART,2.0
829,Q7ART,5.0
830,Q7ART,3.0
831,Q7ART,5.0
832,Q7ART,4.0
833,Q7ART,3.0
834,Q7ART,5.0
835,Q7ART,3.0
836,Q7ART,5.0
837,Q7ART,4.0
838,Q7ART,5.0
839,Q7ART,5.0
840,Q7ART,4.0
841,Q7ART,5.0
843,Q7ART,3.0
844,Q7ART,5.0
845,Q7ART,4.0
846,Q7ART,3.0
847,Q7ART,5.0
848,Q7ART,3.0
849,Q7ART,5.0
850,Q7ART,5.0
851,Q7ART,4.0
852,Q7ART,5.0
853,Q7ART,4.0
855,Q7ART,4.0
856,Q7ART,5.0
857,Q7ART,3.0
858,Q7ART,3.0
860,Q7ART,5.0
861,Q7ART,5.0
863,Q7ART,4.0
865,Q7ART,3.0
866,Q7ART,4.0
867,Q7ART,4.0
868,Q7ART,3.0
869,Q7ART,4.0
870,Q7ART,3.0
871,Q7ART,3.0
872,Q7ART,3.0
873,Q7ART,4.0
874,Q7ART,3.0
875,Q7ART,5.0
876,Q7ART,4.0
877,Q7ART,4.0
878,Q7ART,4.0
879,Q7ART,5.0
881,Q7ART,5.0
882,Q7ART,3.0
883,Q7ART,4.0
884,Q7ART,4.0
886,Q7ART,5.0
887,Q7ART,4.0
888,Q7ART,4.0
889,Q7ART,5.0
891,Q7ART,4.0
892,Q7ART,5.0
893,Q7ART,5.0
894,Q7ART,3.0
896,Q7ART,5.0
897,Q7ART,3.0
898,Q7ART,3.0
899,Q7ART,4.0
900,Q7ART,5.0
901,Q7ART,4.0
903,Q7ART,5.0
905,Q7ART,4.0
906,Q7ART,4.0
907,Q7ART,4.0
908,Q7ART,4.0
909,Q7ART,3.0
910,Q7ART,4.0
911,Q7ART,4.0
912,Q7ART,3.0
913,Q7ART,5.0
914,Q7ART,3.0
915,Q7ART,5.0
916,Q7ART,3.0
918,Q7ART,4.0
919,Q7ART,5.0
921,Q7ART,5.0
923,Q7ART,5.0
924,Q7ART,5.0
925,Q7ART,4.0
926,Q7ART,5.0
927,Q7ART,4.0
928,Q7ART,5.0
929,Q7ART,3.0
930,Q7ART,5.0
931,Q7ART,5.0
932,Q7ART,4.0
933,Q7ART,4.0
934,Q7ART,4.0
935,Q7ART,5.0
936,Q7ART,5.0
937,Q7ART,4.0
938,Q7ART,4.0
940,Q7ART,5.0
941,Q7ART,5.0
942,Q7ART,3.0
943,Q7ART,4.0
944,Q7ART,5.0
945,Q7ART,5.0
946,Q7ART,4.0
947,Q7ART,5.0
948,Q7ART,3.0
949,Q7ART,4.0
951,Q7ART,4.0
952,Q7ART,5.0
953,Q7ART,5.0
954,Q7ART,4.0
955,Q7ART,3.0
956,Q7ART,3.0
957,Q7ART,4.0
958,Q7ART,3.0
959,Q7ART,4.0
962,Q7ART,3.0
963,Q7ART,5.0
964,Q7ART,5.0
965,Q7ART,4.0
967,Q7ART,3.0
968,Q7ART,3.0
969,Q7ART,5.0
970,Q7ART,4.0
971,Q7ART,4.0
972,Q7ART,4.0
976,Q7ART,5.0
977,Q7ART,3.0
978,Q7ART,4.0
979,Q7ART,4.0
980,Q7ART,4.0
981,Q7ART,5.0
982,Q7ART,5.0
983,Q7ART,5.0
984,Q7ART,4.0
986,Q7ART,4.0
987,Q7ART,5.0
988,Q7ART,4.0
989,Q7ART,4.0
990,Q7ART,3.0
992,Q7ART,3.0
993,Q7ART,4.0
994,Q7ART,4.0
997,Q7ART,5.0
998,Q7ART,5.0
999,Q7ART,4.0
1000,Q7ART,4.0
1002,Q7ART,3.0
1003,Q7ART,4.0
1004,Q7ART,3.0
1005,Q7ART,4.0
1006,Q7ART,4.0
1007,Q7ART,3.0
1008,Q7ART,5.0
1009,Q7ART,5.0
1010,Q7ART,5.0
1013,Q7ART,4.0
1014,Q7ART,4.0
1015,Q7ART,3.0
1016,Q7ART,5.0
1017,Q7ART,3.0
1018,Q7ART,5.0
1019,Q7ART,4.0
1020,Q7ART,5.0
1021,Q7ART,3.0
1022,Q7ART,4.0
1023,Q7ART,5.0
1024,Q7ART,4.0
1026,Q7ART,3.0
1027,Q7ART,5.0
1028,Q7ART,5.0
1029,Q7ART,3.0
1030,Q7ART,5.0
1031,Q7ART,4.0
1032,Q7ART,4.0
1033,Q7ART,4.0
1034,Q7ART,4.0
1036,Q7ART,4.0
1037,Q7ART,5.0
1038,Q7ART,5.0
1039,Q7ART,5.0
1040,Q7ART,4.0
1041,Q7ART,2.0
1044,Q7ART,2.0
1045,Q7ART,5.0
1046,Q7ART,5.0
1047,Q7ART,5.0
1048,Q7ART,5.0
1049,Q7ART,4.0
1050,Q7ART,4.0
1051,Q7ART,5.0
1054,Q7ART,4.0
1056,Q7ART,5.0
1057,Q7ART,3.0
1058,Q7ART,5.0
1060,Q7ART,3.0
1062,Q7ART,5.0
1063,Q7ART,4.0
1064,Q7ART,4.0
1066,Q7ART,5.0
1067,Q7ART,4.0
1068,Q7ART,2.0
1069,Q7ART,3.0
1070,Q7ART,5.0
1072,Q7ART,5.0
1073,Q7ART,5.0
1075,Q7ART,5.0
1076,Q7ART,4.0
1079,Q7ART,4.0
1080,Q7ART,4.0
1082,Q7ART,5.0
1083,Q7ART,4.0
1085,Q7ART,4.0
1086,Q7ART,5.0
1087,Q7ART,3.0
1088,Q7ART,4.0
1089,Q7ART,4.0
1090,Q7ART,4.0
1091,Q7ART,3.0
1092,Q7ART,4.0
1093,Q7ART,5.0
1094,Q7ART,3.0
1095,Q7ART,4.0
1098,Q7ART,4.0
1099,Q7ART,4.0
1100,Q7ART,4.0
1101,Q7ART,2.0
1102,Q7ART,4.0
1104,Q7ART,4.0
1105,Q7ART,5.0
1106,Q7ART,4.0
1107,Q7ART,5.0
1108,Q7ART,4.0
1109,Q7ART,3.0
1110,Q7ART,5.0
1111,Q7ART,5.0
1112,Q7ART,5.0
1113,Q7ART,4.0
1115,Q7ART,4.0
1117,Q7ART,2.0
1118,Q7ART,3.0
1119,Q7ART,4.0
1120,Q7ART,5.0
1121,Q7ART,4.0
1122,Q7ART,5.0
1123,Q7ART,1.0
1125,Q7ART,4.0
1127,Q7ART,5.0
1128,Q7ART,5.0
1129,Q7ART,5.0
1130,Q7ART,4.0
1131,Q7ART,3.0
1132,Q7ART,4.0
1133,Q7ART,5.0
1134,Q7ART,3.0
1135,Q7ART,4.0
1136,Q7ART,3.0
1137,Q7ART,5.0
1138,Q7ART,5.0
1140,Q7ART,5.0
1141,Q7ART,3.0
1142,Q7ART,5.0
1143,Q7ART,2.0
1144,Q7ART,5.0
1145,Q7ART,4.0
1146,Q7ART,4.0
1147,Q7ART,4.0
1148,Q7ART,5.0
1149,Q7ART,5.0
1150,Q7ART,4.0
1151,Q7ART,5.0
1152,Q7ART,4.0
1153,Q7ART,4.0
1154,Q7ART,4.0
1155,Q7ART,5.0
1156,Q7ART,5.0
1158,Q7ART,3.0
1159,Q7ART,4.0
1160,Q7ART,3.0
1161,Q7ART,2.0
1163,Q7ART,5.0
1165,Q7ART,3.0
1166,Q7ART,5.0
1167,Q7ART,2.0
1168,Q7ART,5.0
1169,Q7ART,4.0
1170,Q7ART,4.0
1172,Q7ART,5.0
1174,Q7ART,5.0
1176,Q7ART,3.0
1177,Q7ART,4.0
1180,Q7ART,5.0
1182,Q7ART,5.0
1183,Q7ART,5.0
1184,Q7ART,4.0
1186,Q7ART,4.0
2601,Q7ART,5.0
1187,Q7ART,5.0
1188,Q7ART,5.0
1189,Q7ART,4.0
1190,Q7ART,3.0
1192,Q7ART,4.0
1193,Q7ART,5.0
1196,Q7ART,4.0
1197,Q7ART,3.0
1198,Q7ART,5.0
1199,Q7ART,4.0
1200,Q7ART,5.0
1201,Q7ART,5.0
1202,Q7ART,5.0
1204,Q7ART,5.0
1205,Q7ART,5.0
1206,Q7ART,4.0
1208,Q7ART,3.0
1209,Q7ART,5.0
1210,Q7ART,5.0
1211,Q7ART,4.0
1212,Q7ART,4.0
1213,Q7ART,4.0
1214,Q7ART,2.0
1215,Q7ART,3.0
1216,Q7ART,4.0
1217,Q7ART,4.0
1218,Q7ART,3.0
1219,Q7ART,3.0
1220,Q7ART,3.0
1222,Q7ART,5.0
1223,Q7ART,5.0
1224,Q7ART,3.0
1225,Q7ART,4.0
1226,Q7ART,5.0
1227,Q7ART,4.0
1228,Q7ART,4.0
1230,Q7ART,3.0
1231,Q7ART,3.0
1232,Q7ART,4.0
1233,Q7ART,3.0
1234,Q7ART,5.0
1235,Q7ART,3.0
1236,Q7ART,5.0
1237,Q7ART,5.0
1238,Q7ART,5.0
1239,Q7ART,4.0
1240,Q7ART,5.0
1241,Q7ART,4.0
1242,Q7ART,3.0
1243,Q7ART,1.0
1245,Q7ART,4.0
1246,Q7ART,5.0
1247,Q7ART,4.0
1248,Q7ART,4.0
1249,Q7ART,3.0
1251,Q7ART,4.0
1252,Q7ART,4.0
1253,Q7ART,2.0
1254,Q7ART,3.0
1255,Q7ART,3.0
1256,Q7ART,4.0
1257,Q7ART,4.0
1258,Q7ART,4.0
1259,Q7ART,5.0
1262,Q7ART,5.0
1263,Q7ART,4.0
1264,Q7ART,4.0
1265,Q7ART,5.0
1266,Q7ART,5.0
1267,Q7ART,4.0
1268,Q7ART,4.0
1269,Q7ART,5.0
1270,Q7ART,2.0
1271,Q7ART,5.0
1272,Q7ART,5.0
1273,Q7ART,4.0
1274,Q7ART,5.0
1275,Q7ART,3.0
1276,Q7ART,5.0
1277,Q7ART,3.0
1278,Q7ART,5.0
1279,Q7ART,5.0
1280,Q7ART,4.0
1281,Q7ART,5.0
1283,Q7ART,5.0
1284,Q7ART,4.0
1285,Q7ART,5.0
1286,Q7ART,5.0
1287,Q7ART,5.0
1288,Q7ART,4.0
1289,Q7ART,4.0
1290,Q7ART,4.0
1292,Q7ART,4.0
1293,Q7ART,4.0
1294,Q7ART,4.0
1296,Q7ART,4.0
1298,Q7ART,4.0
1299,Q7ART,4.0
1301,Q7ART,5.0
1302,Q7ART,3.0
1303,Q7ART,4.0
1304,Q7ART,5.0
1306,Q7ART,4.0
1308,Q7ART,3.0
1309,Q7ART,5.0
1311,Q7ART,4.0
1312,Q7ART,5.0
1313,Q7ART,5.0
1314,Q7ART,4.0
1315,Q7ART,4.0
1316,Q7ART,3.0
1317,Q7ART,3.0
1319,Q7ART,5.0
1320,Q7ART,5.0
1321,Q7ART,4.0
1322,Q7ART,3.0
1323,Q7ART,5.0
1324,Q7ART,2.0
1325,Q7ART,4.0
1329,Q7ART,3.0
1331,Q7ART,5.0
1332,Q7ART,3.0
1333,Q7ART,3.0
1334,Q7ART,5.0
1336,Q7ART,4.0
1338,Q7ART,3.0
1339,Q7ART,3.0
1340,Q7ART,4.0
1341,Q7ART,3.0
1342,Q7ART,5.0
1343,Q7ART,3.0
1344,Q7ART,5.0
1345,Q7ART,5.0
1346,Q7ART,5.0
1347,Q7ART,5.0
1349,Q7ART,3.0
1350,Q7ART,5.0
1351,Q7ART,5.0
1352,Q7ART,4.0
1353,Q7ART,3.0
1354,Q7ART,4.0
1355,Q7ART,4.0
1356,Q7ART,4.0
1357,Q7ART,3.0
1358,Q7ART,3.0
1361,Q7ART,4.0
1362,Q7ART,5.0
1366,Q7ART,4.0
1367,Q7ART,5.0
1368,Q7ART,3.0
1369,Q7ART,5.0
1370,Q7ART,5.0
1372,Q7ART,5.0
1373,Q7ART,5.0
1374,Q7ART,4.0
1375,Q7ART,5.0
1376,Q7ART,3.0
1377,Q7ART,4.0
1378,Q7ART,5.0
1379,Q7ART,4.0
1380,Q7ART,5.0
1381,Q7ART,4.0
1382,Q7ART,4.0
1385,Q7ART,3.0
1386,Q7ART,4.0
1387,Q7ART,4.0
1388,Q7ART,4.0
1389,Q7ART,3.0
1390,Q7ART,3.0
1392,Q7ART,4.0
1393,Q7ART,5.0
1394,Q7ART,4.0
1395,Q7ART,5.0
1396,Q7ART,5.0
1397,Q7ART,5.0
1398,Q7ART,4.0
1654,Q7ART,5.0
1399,Q7ART,4.0
1400,Q7ART,5.0
1401,Q7ART,3.0
1402,Q7ART,5.0
1403,Q7ART,4.0
